,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,ebtperEBIT,niperEBT,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2015 PRICE VAR [%],Class
BCPC,541383000,0.6057,397211000,144172000,4810000,57219000,62029000,82143000,5145000,77052000,24226000,0,0,52826000,0,52826000,1.74,1.69,30741994,30741994,0.3,0.2663,0.20800000000000002,0.1518,0.098,0.1333,112721000,82197000,52826000,0.1423,0.0976,50287000,0,50287000,71982000,49623000,181302000,131588000,544300000,0,1390000,680229000,861531000,24352000,35000000,95522000,297500000,332500000,0,72829000,0,374111000,469633000,-2651000,295202000,391898000,0,282213000,9410000,36170000,30524000,4557000,85350000,-13198000,-491057000,0,-504424000,256861000,8038000,-7856000,261670000,-1056000,-158460000,72152000,-0.1378,5.2275,0,3.7841,38.2989,28.3935,24.0029,23.49250234,37.956405456820995,3.703635088,0.003918038,20.873413779704002,5.116344239220401,0.151827819,0.9374064746888601,0.6855889529149101,0.266303153,1,0.151728074,0.097576023,0.31441104708509005,0.243,0.1348,0.0684,0.6855889529149101,0.9374064746888601,0.151827819,8.8534,14.5441,4.114227741131399,0.628396425,1.8980000000000001,1.2800087937856999,0.52644417,-45.5989,48.5302,,16.4181,,0.3859,0.8484,0.43153592,0.45900181944179996,15.9761,0.25669172932330997,2.198355184,2.7763,2.347,1.6358,0.172,0.157651792,0.845366139,0.25669172932330997,2.438571429,6.466888923,4.0538614990026005,0.148714648,17.6105,1.7184,2.7763,2.347,1.6358,12.748,10.319,12.748,10.8158,2048646480,2330859480,38.2989,3.7841,24.0029,28.3935,5.2275,0,4.3054,20.6781,27.3094,32.3048,0.0261,0.0352,0.8484,0.3859,2.5036,1.8980000000000001,15.9761,1.6157,0.0045,0.172,0.1057,0.0089,0.6318,0.1546,0.0244,-0.4324,0.0084,22.3402,0.0684,0.243,-0.1407,85780000,317231000,-288331000,503922000,55684000,18373500,37223500,48.5302,16.4181,-45.5989,9.7224,8.8534,14.5441,0.1348,-0.4293,0.4799,0.2484,0.2521,0.1772,0.1523,0.1655,0.0199,,0.1538,0.5325,0.5176,0.2091,0.1756,0.2046,0.1931,0.1007,0.2145,0.1853,0.1241,0.087,0.2056,0.1937,0.1676,0.3249,0.3267,0.1856,0.8276,0.9990000000000001,1.286,0.1596,0,0.32799999999999996,1.0293,Basic Materials,-4.742967921,0
TREC,289643000,0.2261,246140000,43503000,0,18021000,18021000,25482000,1042000,22718000,7147000,0,0,15571000,0,15571000,0.64,0.63,24259056,24188000,0,0.1502,0.102,0.082,0.054000000000000006,0.0291,29436000,23760000,15571000,0.0784,0.0538,8506000,0,8506000,28271000,12815000,54935000,74399000,47985000,53023000,2086000,177139000,232074000,9535000,7000000,24881000,73450000,80450000,0,10471000,0,85805000,110686000,0,70420000,121099000,53023000,71944000,5343000,8346000,5676000,2141000,23205000,-14766000,-74176000,0,-88942000,66544000,91000,0,66635000,0,898000,8439000,-0.2017,2.9452,4.8782,1.2312,22.9688,42.1334,15.3677,15.322714932126999,22.83498812,1.2275925881171001,0,14.86341894,2.9361398525173996,0.082032019,0.9561447811447801,0.685403645,0.15019524,1,0.087977269,0.053759283,0.314596355,0.1491,0.1286,0.0775,0.685403645,0.9561447811447801,0.082032019,8.7675,23.2851,3.893103402,1.2480631177986001,2.208,1.478115831,0.341867288,-19.0033,35.6263,,12.0157,,0.3467,0.6643,0.377539849,0.399158517,22.8023,0.28844002486015996,1.9163989793474998,0.9594,0.349,0.3517,0,0.080115867,0.36367162249515006,0.28844002486015996,3.315,1.5715156440471003,1.5715156440471003,0,11.9747,0.6437,0.9594,0.349,0.3517,5.007,7.611000000000001,5.0066,3.326,356608123.2,428552123.2,22.9688,1.2312,15.3677,42.1334,2.9452,4.8782,1.4796,14.5588,18.4681,50.7823,0.0435,0.0237,0.6643,0.3467,2.4441,2.208,22.8023,1.4903,0,0,0.0622,0,0.2068,0.6363,0.051,-2.6015,0.0074,8.4776,0.0775,0.1491,-0.1563,30054000,184089000,-55751000,231152000,25170000,8448500,12439000,35.6263,12.0157,-19.0033,11.5075,8.7675,23.2851,0.1286,-0.6105,0.2372,-0.1564,0.276,-0.2014,-0.2099,-0.2025,0.003,0.0061,0,0.7524,0.3157,0.1709,0.193,0.1293,0.2221,0.2844,0.7839,0,0.1818,0.0361,0.192,0.1789,0.1927,0,0,0,0.281,0.0623,0.6154,0.1731,5.0767,0,0.1861,Basic Materials,-17.01272545,0
WWR,0,0,0,0,0,9132000,9888000,-9888000,2368000,-10684000,0,0,0,-10684000,0,-10684000,-264,-264,42034,40471,0,0,,0,,0,-7985000,-8316000,-10684000,0,0,5570000,0,5570000,0,0,6433000,32730000,0,3941000,0,36671000,43104000,796000,0,2672000,4345000,4345000,0,0,0,9295000,11967000,0,-202154000,31137000,3941000,-1225000,863000,1876000,331000,1031000,-12006000,-51000,0,0,-51000,4989000,11631000,0,16510000,0,4453000,-12057000,0.0261,1.5035,1.5035,0,0,0,-3.9072,,,,0,,1.4505455246169998,,,,,,,,,-0.2928,-0.3431,-0.1773,,,,0,0,0,0,2.408,2.084580838,2.084580838,0,0,,0,,0.1008,0.1395,0.12245645679499001,0.12245645679499001,-3.5118,-2.763176064,1.384333751,-296.6569,-5.958,137.6294,0,,,-2.763176064,,-235.4117647,-235.4117647,,0,-263.9915,-296.6569,-5.958,137.6294,769.3660000000001,1065.059,769.3657,107.3608,46909944,45684944,0,0,-3.9072,0,1.5035,1.5035,0,0,-3.8052,-3.7891,-0.2366,-0.257,0.1395,0.1008,0.1534,2.408,-3.5118,1.1237,0,0,0,0,0,0,0,-0.1541,0,0,-0.1773,-0.2928,-0.118,3761000,43104000,-5534000,39207000,0,1019500,0,0,0,0,0,0,0,-0.3431,-1.2602,0,0.5818,0.0623,0.4735,0.5849,0.5849,0.2653,0.2653,0,0.2173,0.2228,-1,-1,0,0,0,0,0,0,0,0,-0.2045,-0.1295,0,0,0,0,0,0.1759,-0.0252,3.239,0,-0.0592,Basic Materials,-72.91666667,0
RKDA,6982000,0.0778,1997000,4985000,10012000,10126000,20138000,-15153000,1394000,-18076000,263000,0,0,-18339000,3738000,-22077000,-214.2,-214.2,2158766,103064,0,0.7140000000000001,-2.338,-2.3893,-3.162,-2.1381,-16324000,-16682000,-18339000,-2.5889,-2.6266,16571000,0,16571000,1422000,2573000,18695000,728000,0,500000,0,6194000,24889000,3253000,5606000,11269000,8869000,14475000,4466000,0,0,15505000,26774000,0,-113970000,-84766000,500000,-2096000,-1871000,2410000,358000,1069000,-14787000,-141000,0,-1450000,-1591000,-1156000,19000,0,30114000,0,13736000,-14928000,-0.0053,0,0,49.0934,0,0,-20.6553,,,0,,,,-2.389286737,,,0.713978803,1,-2.170295044,-2.626611286,,-2.2491,0.2163,0,,,-2.389286737,0.9385,2.512,9.590659340659302,0.28052553336815006,1.659,1.596681161,1.4704942763333002,-470.2779,74.3383,,170.058,,0.5816,-0.1708,,,-11.967,-1.021554404,,-143.474,-95.89,160.7836,0,-2.117874535,,-1.021554404,-2.637709597,-104.8723404,-104.8723404,,67.7443,-177.938,-143.474,-95.89,160.7836,-822.46,241.49099999999999,-822.4598,140.4467,315179836,316852836,0,49.0934,-20.6553,0,0,0,49.354,0,-20.765,-20.5655,-1.7438,-0.0489,-0.1708,0.5816,0.1284,1.659,-11.967,0.6698,0,0,1.4503,1.4340000000000002,0,0,0.0202,-0.3939,0.1531,2252.0763,0,-2.2491,-0.0455,7426000,24889000,-8079000,11524000,1223000,2981500,2779500,74.3383,170.058,-470.2779,5.7089,0.9385,2.512,0.2163,-1.3681,-0.1413,-0.3451,-0.4341,-0.6731,-0.6656,-0.6656,0.0038,0.0038,0,-0.5174,-0.5163,,,,,,,,,,,,,,,,0.3887,-0.1383,1.6084,-3.8819,-0.0012,0.1913,0.271,Basic Materials,-58.35616491,0
LODE,25583361,0.0305,20387604,5195757,7516509,6371954,13888463,-8692706,997112,-9638773,0,0,0,-9638773,3672785,-13311558,-0.85,-0.85,17103741,15717253,0,0.2031,-0.069,-0.3378,-0.52,-0.1913,-1765339,-8641661,-9638773,-0.3768,-0.3768,5308804,0,5308804,322406,2171288,8635858,33525237,0,0,0,37820014,46455872,2265723,5897219,12604808,5701264,11598483,0,0,0,11609964,24214772,0,-188609108,22241100,0,6289679,833360,4441866,6876322,1875792,-2420705,-2474276,0,0,-3274276,-2366924,10961263,0,8594339,0,2899358,-4894981,-0.0968,2.8412,2.8412,2.5405,0,0,-26.8493,,,2.334547107,0,,2.685369042,-0.337784429,,,0.20309125919773002,1,-0.339779672,-0.376759449,,-0.3261,-0.4334,-0.1578,,,-0.337784429,2.5261,15.4548,0.763107536,0.5507024171239301,0.685,0.44675095408037996,0.42117293654928994,-38.8726,4.5998,,32.3253,,0.2497,0.5215,0.204036566,0.342748993,-8.6667,-0.20870876,2.088739855,-0.154,-0.3114,0.3378,0,-0.094620289,,-0.20870876,-0.410482466,-0.978348818,-0.978348818,,1.6277,-0.6133,-0.154,-0.3114,0.3378,1.415,2.9560000000000004,1.4151,0.7379,64994215.8,71283894.8,0,2.5405,-26.8493,0,2.8412,2.8412,2.7863,0,-29.4476,-14.5626,-0.2237,-0.0753,0.5215,0.2497,-3.5629,0.685,-8.6667,0.1818,0,0,0.2491,0.2938,0,0,0.0967,-0.3598,0.0733,0,-0.1578,-0.3261,-0.2397,-3968950,46455872,-15578914,40140743,168517.5,2698376,1655364.5,4.5998,32.3253,-38.8726,151.8143,2.5261,15.4548,-0.4334,-0.1574,2.8647,0.5720000000000001,0.5847,0.4752,0.5952,0.5952,0.2972,0.2972,0,0.7645,0.6877,,0,1.5681,,0,0,,0,0,,0,-0.251,,0,0,21.0388,0.9056,0.0558,-0.1532,0.4668,-0.1162,-0.3391,Basic Materials,-51.80722892,0
TANH,65493106,0.0698,44852994,20640112,745636,2720734,3466370,17173742,547584,16835529,2854489,735844,0,13981040,0,13981040,0.33,0.33,20000000,41890411,0,0.3151,0.28800000000000003,0.2654,0.213,0.0134,18890056,17383113,14716884,0.2571,0.2135,3999075,0,3999075,54270827,1339302,59749430,12802932,2422421,0,166335,18959164,78708594,3741193,9285300,16231805,0,9285300,0,2272106,562995,0,16231805,3515420,40935229,59321516,0,,,3205312,1506943,0,2460362,-1584637,364552,1753248,533163,-4228085,0,0,-4228085,-9224,-1243784,875725,,,,2.443,24.2424,382.681,,0,0,0,,0.211702655,0,0.265418974,0.968499083,0.8304485115971101,0.31514938381453006,1,0.262222134,0.21347346085556002,0.169551488,0.2482,0.2357,0.1661,0.8304485115971101,0.968499083,0.265418974,,48.8206,5.115477142,0.8320959970394101,3.681,3.589859661,0.246372785,-10.8988,302.4571,,20.8501,,0.11800000000000001,0.1565,0,0.13534078,31.7451,0.26497388345017997,1.3268135966046002,0.0587,-0.061,0.0955,0,0.037566733,0.35593339516704997,0.26497388345017997,0.26497388345017997,1.552634452,1.552634452,0,1.5634,0.3338,0.0587,-0.061,0.0955,1.416,1.821,1.4161,0.2217,172800000,,24.2424,2.443,,382.681,,,,,,,0.0413,,0.1565,0.11800000000000001,,3.681,31.7451,0.17600000000000002,0,0,0.0415,0.0114,0.0308,0.6441,0.0242,-1.0516,0,,0.1661,0.2482,0.2053,43517625,76286173,43517625,65340593,47106740,3506309,1341506,302.4571,20.8501,-10.8988,1.3903,,48.8206,0.2357,-0.0378,0.2031,0.4168,0.4513,0.4592,0.7368,0.7368,-0.1622,-0.1622,0,2.263,1.2853,,,,,,,,,,,,,,,,0.3587,-0.0033,0.1556,0.556,-0.3077,0.019,-0.4074,Basic Materials,-34.24999714,0
VHI,1904600000,-0.0241,1459800000,444800000,0,276100000,276100000,168700000,56700000,86300000,32500000,25700000,0,53800000,0,53800000,0.16,0.16,339132449,342000000,0.11,0.2335,0.11599999999999999,0.0751,0.027999999999999997,-0.0028,221400000,143000000,79500000,0.0453,0.0282,266400000,2700000,269100000,295200000,443000000,1048600000,748600000,379700000,344600000,169600000,1896600000,2945200000,182200000,9300000,327300000,919700000,929000000,0,407600000,0,1804000000,2131300000,-148600000,4900000,477600000,347300000,659900000,41300000,135800000,78400000,0,67300000,-72700000,0,-1200000,-73700000,172500000,0,-37300000,110200000,-10100000,103800000,-5400000,-0.3036,4.5901,22.3924,1.1414,40.0625,0,32.3007,28.78847251,36.01234572,1.017255172,0.019251969,14.10823939,4.056667085,0.075081382,0.6034965034965001,0.623406721,0.23353985088732998,1,0.088575029,0.028247401029087002,0.376593279,0.0366,0.1126,0.0522,0.623406721,0.6034965034965001,0.075081382,2.3985,4.3603,2.54421587,0.646679343,3.2039999999999997,1.724106324,0.813932172,-110.7652,56.5725,,34.917,,0.3154,1.9451,0.6581979531954499,0.660457842,2.522,0.072443488,6.166666667,0.1968,-0.016,0.7789,0.688,0.035335503517798995,-0.080237741,0.072443488,7.23655914,0.925722146,0.611818182,0.6933085501858699,5.569,0.1573,0.1968,-0.016,0.7789,1.396,7.501,1.3965,2.7164,2173838998,2833738998,40.0625,1.1414,32.3007,0,4.5901,22.3924,1.4878,12.7992,42.1061,-524.7665,0.025,-0.0025,1.9451,0.3154,2.9806,3.2039999999999997,2.522,1.2509,0.0172,0.688,0.145,0,0.1289,1.0802,0.0382,-0.9273,0,2.2418,0.0522,0.0366,-0.4981,721300000,2565500000,-1082700000,2900800000,291650000,183450000,436800000,56.5725,34.917,-110.7652,6.5304,2.3985,4.3603,0.1126,-0.2126,1.0018,2.076,2.1033,1.5490000000000002,1.5517,1.5517,0,0,-0.45,-0.4253,-1.1271,0.0375,0.0731,-0.0279,-0.0671,-0.0235,-0.3871,-0.1303,0,-0.3722,-0.0537,0.0224,-0.1009,0.1065,-0.0373,-0.1229,0.0246,0.0288,-0.0074,-0.2059,0.2346,0,-0.2639,Basic Materials,-79.00249001,0
CLW,1967139000,0.0409,1708840000,258299000,0,130102000,178488000,79811000,39150000,16241000,18556000,0,0,-2315000,0,-2315000,-0.11,-0.11,19532427,19532427,0,0.1313,0.074,0.0282,-0.001,0.0234,145536000,55391000,-2315000,0.0083,-0.0012,28831000,50000000,78831000,133914000,286626000,525810000,810987000,234043000,0,23015000,1053339000,1579149000,215826000,0,223741000,568221000,568221000,0,114330000,0,857871000,1081612000,-70863000,464324000,497537000,50000000,489390000,26439000,7915000,90145000,11926000,139100000,-93028000,0,20000000,35687000,-78002000,-100000000,0,-171131000,0,3656000,46072000,-0.3655,2.6912,5.0815,0.6807,0,29.0621,9.6258,9.625793464,,0.6806574781192399,0,13.30254968,2.6911523582165997,0.028158153,0.293206478,-0.142540484,0.131306939,1,0.04057212,-0.001176836,1.1425404839603002,-0.0021,-0.0047,0.0391,-0.142540484,0.293206478,0.028158153,2.324,7.0963,2.425611015,1.2456956246686999,2.35,0.9508538890949799,0.12885881443275998,-61.2219,24.8476,,40.0462,,0.3598,1.1421,0.533161374,0.533161374,1.4148,0.24479911865277998,3.173932793,7.1215,2.359,1.4761,0,0.070711831,0.33121495327103007,0.24479911865277998,,1.4952487423140999,1.4952487423140999,,100.7114,-0.1185,7.1215,2.359,1.4761,25.471999999999998,68.865,25.4724,29.0912,1338947871,1828337871,0,0.6807,9.6258,29.0621,2.6912,5.0815,0.9294,12.5628,13.1441,39.6844,-0.0016,0.0344,1.1421,0.3598,3.3627,2.35,1.4148,-60.0864,0,0,0.0661,0,0.1482,0.6688,0.0473,-1.032,0.0061,0,0.0391,-0.0021,-0.4151,302069000,1345106000,-555802000,1660755000,146394000,203237000,277207000,24.8476,40.0462,-61.2219,13.4373,2.324,7.0963,-0.0047,-4.7627,0.1824,-0.3267,-0.1965,-1.0216,-1.0227,-1.0229,-0.0725,,0,0.0201,0.0067,,0.1286,0.0592,,-0.0635,0.33299999999999996,,0,0,,0.0975,0.0612,,0,0,-0.1571,0.0703,-0.095,-0.1135,-0.1258,0,0.0921,Basic Materials,-35.15168869,0
HWKN,348263000,-0.0061,286663000,61600000,0,33510000,33510000,28090000,29000,28061000,9967000,0,0,18094000,0,18094000,1.72,1.71,10620560,10544467,0.72,0.1769,0.11699999999999999,0.0807,0.052000000000000005,0.0645,40695000,28090000,18094000,0.0806,0.052000000000000005,33486000,13843000,47329000,37946000,26192000,114627000,90469000,15901000,15852000,0,122566000,237193000,18306000,0,35829000,0,0,0,14530000,0,18951000,54780000,-44000,131427000,182413000,29695000,-47329000,3160000,17523000,12605000,1322000,34612000,-12146000,-2416000,-8549000,-23111000,0,1103000,-7410000,-6730000,0,4771000,22466000,0.1213,2.1273,2.3305,1.1204,21.3605,17.244,11.2735,0,0,0,,0.8228529303354201,0,0.080657434,0.998967604,0.6448095221125401,0.17687781934917002,1,0.080657434,0.051954988,0.355190478,0.1069,0.0992,0.114,0.6448095221125401,0.998967604,0.080657434,4.6289,12.8038,3.849528568,1.468268456,3.199,2.380055262,0.934606045,-33.3495,39.7696,,19.1858,,0,0,0,0,968.6207,,1.3003075438701999,3.2825,0.865,3.1757,0.419,0.09938466,0.649081243,,,2.8496624403096003,1.7698915933728998,0.40952802,33.028,1.716,3.2825,0.865,3.1757,17.299,20.987,17.2994,0,390199374.4,342870374.4,21.3605,1.1204,11.2735,17.244,2.1273,2.3305,0.9845,8.4254,9.9061,15.2617,0.0468,0.0576,0,0,-1.163,3.199,968.6207,1.9129,0.0196,0.419,0.0962,0,0.067,0.3509,0.0349,-0.9636,0.0038,25.8532,0.114,0.1069,0.1534,78798000,221292000,59847000,151977000,36933000,18411000,27200000,39.7696,19.1858,-33.3495,9.4296,4.6289,12.8038,0.0992,-1.1519,0.0819,0.1082,0.109,0.0565,0.0488,0.0556,0.0076,0.0056,0.0588,-0.0243,1.4833,0.1217,0.0354,0.0442,0.163,0.066,0.0568,0.1179,-0.0585,-0.0466,0.1004,0.1131,0.0916,0.0718,0.0672,0.0094,0.0564,-0.0715,0.0677,0.0638,0,0,0.0602,Basic Materials,-13.29131905,0
GFF,1991811000,0.0644,1532412000,459399000,0,375099000,381235000,78164000,48447000,-5716000,-5539000,0,0,-177000,0,-177000,0,0,53708690,49367000,0.12,0.2306,0.055,0.0215,0,0.0084,110127000,42731000,-177000,-0.0029,-0.0001,92405000,0,92405000,368366000,290135000,815099000,370565000,607734000,0,0,993727000,1808826000,218703000,7886000,333428000,791301000,799187000,0,0,0,943371000,1276799000,-30064000,427913000,532027000,0,706782000,64193000,106839000,67396000,11473000,93301000,-76542000,-62306000,-8402000,-147250000,88100000,-99030000,-6273000,-27930000,-2318000,-85725000,16759000,-1.1554,1.0138,0,0.3071,0,33.5515,6.5566,5.368246555771099,,0.251460993,0.012524389,12.57247334,0.941423597,0.021453341,-0.133767054,,0.230643871,1,0.039242679,-8.89E-05,,-0.0002,-0.0003,0.0351,,-0.133767054,0.021453341,2.7497,7.6571,5.3750651032881995,1.1011623008515001,2.445,1.3819205345681997,0.277136293,-69.1063,67.5032,,40.0774,,0.4418,1.5022,0.597962863,0.600344498,0.882,0.116744892,3.399876322,1.8899,0.33899999999999997,1.8718,1.571,0.046842296,0.179622941,0.116744892,11.831219883338001,1.218951687,1.126619574,,40.347,-0.0036,1.8899,0.33899999999999997,1.8718,10.777000000000001,24.33,10.777000000000001,16.1887,611741979.1,1318523979,0,0.3071,6.5566,33.5515,1.0138,0,0.662,11.9728,14.1319,78.6756,0,0.0274,1.5022,0.4418,6.4179,2.445,0.882,-527.1243,0.0105,1.571,0.1883,0,0.336,0.8204,0.0384,-1.1357,0.0058,0,0.0351,-0.0002,-0.7547,481671000,1201092000,-461700000,1574446000,367204500,191156500,260127500,67.5032,40.0774,-69.1063,5.4243,2.7497,7.6571,-0.0003,-1.5505,0.1001,-0.3305,0.2241,-1.047,-1,-1,-0.093,-0.1272,0.0909,0.0889,-0.2654,-0.0162,0.1468,0.091,-0.0626,0.057,0.4654,0,0,0,-0.0009,-0.0167,-0.0087,0,0,0,0.0063,0.2608,0.0176,-0.0982,0.1595,0,0.1017,Basic Materials,35.58704866089119,1
XPL,200000,-0.3333,0,200000,279000,2176000,2487000,-2287000,0,-1833000,0,-10000,0,-1833000,0,-1833000,-0.05,-0.05,39247689,38967000,0,1,-25.79,-9.165,-20.33,-8.05,-1820000,-1833000,-1843000,-9.165,-9.165,487000,2308000,2795000,0,0,3217000,19000,0,0,0,15823000,19040000,142000,4861000,5259000,0,4861000,0,0,0,7000000,12259000,-1120000,-46563000,7222000,2308000,2066000,422000,256000,13000,778000,-1610000,0,0,592000,-1691000,698000,1630000,0,2078000,0,-1223000,-1610000,-0.0572,4.9999,4.9999,180.5394,0,0,-22.4273,,,179.2482,0,,4.963949045,-9.165,,,1,1,-11.435,-9.165,,0.9061,-0.2538,-0.0878,,,-9.165,0,0,10.52631579,0.010504202,0.612,0.531469861,0.092603156,0,0,,259.15,,0.2553,0.6731,0,0.402300753,0,-0.33120757,2.636388812,-0.0413,-0.041,0.0125,0,-8.05,,-0.33120757,-0.33120757,,,,0.0051,-0.047,-0.0413,-0.041,0.0125,0.185,0.489,0.1853,0.1247,36107873.88,38173873.88,0,180.5394,-22.4273,0,4.9999,4.9999,190.8694,0,-23.7105,-23.7105,-0.0543,-0.0446,0.6731,0.2553,-1.1352,0.612,0,0.8783,0,0,10.88,1.395,0,0,0,0,3.89,0,-0.0878,0.9061,-0.2504,-2042000,19040000,-9042000,18155000,0,254500,0,0,259.15,0,0,0,0,-0.2538,0,-0.3333,0.1773,0.1741,0.1067,0.1667,0.1667,0.0902,0.0902,0,0.2803,-2.9268,0,-0.0531,-0.1167,0,0,0,0,0,0,-0.0939,-0.1781,-0.2735,0,0,0,0,0,-0.0236,-0.1814,0.5461,-0.6499,-0.0303,Basic Materials,-45.55555305,0
MTL,4255105422,,2669241904,1585863518,0,1255227499,1570045866,15817652.29,490225144.3,-2468146701,-153851519.9,-22026124.41,204077361.7,-2314295181,0,-2314295181,-11.1191,-11.1191,,7259565.494,0,0.3727,-0.0071,-0.4648,-0.0095,0.1331,-1726286601,-1977921557,-2336321306,-0.58,-0.5439,69461641.76,3243752.289,72705394.05,347866273.7,633700144.7,1216947734,3911668788,1095533737,13306360.195999999,35158089.33,5222737657,6439685391,1073176261,7005999198,8431523692,165536003.9,7171535202,0,334490155.4,0,561535376.1,8993059068,17753439.95,-3248495841,-2697302105,16550112.49,,,352348232.5,251634955.8,0,750126436.6,-183725432.1,11021781.970999999,9417345.355,-252768525.1,-264296053.4,0,-69758.1137,-596536509.7,15713015.12,-83465583.09,566401004.5,-4.3214,,,0.0027,0,0.0174,2.0145,0.013237280008535001,,0.002333581,0.007025245,,,-0.464834913,,,0.372696646,1,0.003717335,-0.543886685,,0.0056,0.858,0.0021,,,-0.464834913,,,1.0877979839410998,0.6607629354001899,0.0025,0.049880862,0.008238326,-86.654,29.8397,,92.0563,,1.1136,-2.6588,,1.602852388,-4.0347,0.104597749,,11876.9408,8967.9697,1099.8037,0,0.176288567,0.7550740473809301,0.104597749,0.10706915821782001,4.082866635,4.081317013,,67372.1558,-36642.8184,11876.9408,8967.9697,1099.8037,-12.9594,25.6763,-42707.0635,113548.7229,2208960000,,0,0.0027,2.0145,0.0174,,,,,,,-8.1758,0.4483,-2.6588,1.1136,,0.0025,-4.0347,-0.3241,0,0,0.295,0,0.1701,0.2449,0.0432,-0.7301,0,,0.0021,0.0056,-3.891,-4.13691E+11,5344151654,-7776111334,4014701522,,,,29.8397,92.0563,-86.654,,,,0.858,-2908.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basic Materials,18.84057908417722,1
